09522023 14:52:20, 21.675322624798657, 1014.6472585152052, 50.27805515148079
09522023 14:52:30, 21.859290878653933, 1014.6062461390852, 50.229601210946285
09522023 14:52:40, 21.93805230341283, 1014.7107334532413, 50.2496044296236
09522023 14:52:50, 21.79050076782714, 1014.801521409926, 50.976187811725744
09532023 14:53:00, 21.773019584499373, 1014.0656648576555, 50.699630345738996
09532023 14:53:10, 21.698959562217677, 1014.1270339286729, 50.415243907971146
09532023 14:53:20, 21.91831211750254, 1014.7211578614408, 50.71367937689765
09532023 14:53:30, 21.856249747232866, 1014.9258260890172, 50.52263500729411
09532023 14:53:40, 21.63661439083775, 1014.3408504806748, 50.760405087807236
09532023 14:53:50, 21.75365042167853, 1014.6955420045504, 50.79484711287448
09542023 14:54:00, 21.809910410949485, 1014.0540507011007, 50.903760579589004
09542023 14:54:10, 21.71614595948128, 1014.2403144570122, 50.003681659032544
09542023 14:54:20, 21.615127606211008, 1014.4244276168707, 50.984951209512275
09542023 14:54:30, 21.60899054475775, 1014.2738942418393, 50.09753950980943
09542023 14:54:40, 21.690153415676477, 1014.5701273850314, 50.97020848307005
09542023 14:54:50, 21.614378907455514, 1014.6572488747279, 50.57021184477864
09552023 14:55:00, 21.991556420117725, 1014.5657891285393, 50.23431470515986
09552023 14:55:10, 21.20118804040279, 1014.9388691326564, 50.114109962881955
09552023 14:55:20, 21.921031760951973, 1014.9047049788306, 50.9693467678948
09552023 14:55:30, 21.362068938853355, 1014.4337489125595, 50.090085058521844
09552023 14:55:40, 21.54213927682594, 1014.6205301513179, 50.6766841860561
09552023 14:55:50, 21.080398937300526, 1014.5178995384725, 50.833187376995355
09562023 14:56:00, 21.656759732095338, 1014.6940799053189, 50.798471306983274
09562023 14:56:10, 21.370361618957386, 1014.8088195052679, 50.53463650397398
